Age,Gender,Sentiment,Food
35,woman,disgust,"Plain Papadum"
39,man,happy,"Plain Papadum"
44,woman,surprise,"Plain Papadum"
28,man,angry,"Plain Papadum"
59,man,disgust,"Plain Papadum"
16,man,sad,"Plain Papadum"
34,man,sad,"Plain Papadum"
40,man,happy,"Plain Papadum"
64,man,surprise,"Plain Papadum"
67,man,sad,"Plain Papadum"
27,man,angry,"Plain Papadum"
19,man,disgust,"Plain Papadum"
42,woman,fear,"Plain Papadum"
49,man,sad,"Spicy Papadum"
42,woman,happy,"Plain Papadum"
61,man,angry,"Spicy Papadum"
28,man,sad,"Plain Papadum"
47,man,surprise,"Plain Papadum"
51,man,happy,"Plain Papadum"
67,woman,angry,"Plain Papadum"
36,woman,surprise,"Plain Papadum"
22,woman,surprise,"Plain Papadum"
38,man,happy,"Plain Papadum"
18,man,sad,"Plain Papadum"
49,woman,happy,"Spicy Papadum"
61,man,fear,"Plain Papadum"
65,woman,happy,"Plain Papadum"
65,man,surprise,"Plain Papadum"
27,man,disgust,"Plain Papadum"
49,woman,disgust,"Plain Papadum"
31,woman,fear,"Plain Papadum"
39,woman,angry,"Plain Papadum"
26,man,disgust,"Spicy Papadum"
32,woman,disgust,"Plain Papadum"
33,man,surprise,"Plain Papadum"
28,man,disgust,"Plain Papadum"
16,woman,fear,"Plain Papadum"
56,woman,sad,"Plain Papadum"
30,woman,happy,"Spicy Papadum"
53,man,sad,"Spicy Papadum"
63,woman,fear,"Plain Papadum"
48,man,surprise,"Spicy Papadum"
21,man,happy,"Plain Papadum"
32,woman,disgust,"Plain Papadum"
47,man,angry,"Spicy Papadum"
24,woman,surprise,"Plain Papadum"
54,woman,disgust,"Plain Papadum"
53,man,fear,"Plain Papadum"
46,woman,fear,"Plain Papadum"
49,man,happy,"Plain Papadum"
24,man,fear,"Plain Papadum"
55,man,fear,"Plain Papadum"
26,woman,fear,"Spicy Papadum"
63,woman,fear,"Plain Papadum"
67,woman,disgust,"Spicy Papadum"
55,man,sad,"Plain Papadum"
39,man,fear,"Plain Papadum"
33,woman,disgust,"Plain Papadum"
46,woman,fear,"Plain Papadum"
22,woman,happy,"Plain Papadum"
24,man,angry,"Plain Papadum"
56,woman,sad,"Plain Papadum"
23,woman,surprise,"Plain Papadum"
28,woman,disgust,"Plain Papadum"
57,man,fear,"Plain Papadum"
51,woman,disgust,"Plain Papadum"
51,man,happy,"Plain Papadum"
56,man,happy,"Plain Papadum"
69,woman,fear,"Plain Papadum"
46,man,surprise,"Plain Papadum"
24,man,surprise,"Plain Papadum"
48,woman,disgust,"Plain Papadum"
42,woman,happy,"Plain Papadum"
43,woman,surprise,"Plain Papadum"
34,man,happy,"Plain Papadum"
55,man,fear,"Plain Papadum"
66,man,sad,"Plain Papadum"
30,woman,happy,"Plain Papadum"
54,man,fear,"Plain Papadum"
29,woman,disgust,"Plain Papadum"
43,woman,fear,"Plain Papadum"
42,man,angry,"Spicy Papadum"
24,woman,surprise,"Spicy Papadum"
38,man,fear,"Plain Papadum"
34,man,happy,"Plain Papadum"
57,woman,sad,"Plain Papadum"
40,man,angry,"Plain Papadum"
54,man,fear,"Plain Papadum"
44,man,angry,"Plain Papadum"
43,woman,happy,"Plain Papadum"
69,woman,disgust,"Plain Papadum"
28,man,sad,"Spicy Papadum"
26,woman,fear,"Plain Papadum"
39,man,disgust,"Plain Papadum"
50,man,surprise,"Plain Papadum"
44,man,fear,"Plain Papadum"
56,woman,surprise,"Plain Papadum"
16,woman,angry,"Plain Papadum"
18,man,disgust,"Plain Papadum"
53,man,happy,"Plain Papadum"
60,woman,surprise,"Spicy Papadum"
21,man,fear,"Plain Papadum"
54,man,sad,"Spicy Papadum"
58,woman,sad,"Plain Papadum"
30,woman,fear,"Plain Papadum"
21,man,fear,"Plain Papadum"
54,woman,surprise,"Plain Papadum"
35,man,happy,"Plain Papadum"
41,man,disgust,"Plain Papadum"
37,man,disgust,"Plain Papadum"
64,man,angry,"Plain Papadum"
49,man,sad,"Spicy Papadum"
67,woman,fear,"Plain Papadum"
56,woman,disgust,"Plain Papadum"
57,woman,surprise,"Spicy Papadum"
45,woman,fear,"Plain Papadum"
64,man,disgust,"Plain Papadum"
17,man,sad,"Plain Papadum"
18,woman,surprise,"Plain Papadum"
17,woman,surprise,"Plain Papadum"
52,woman,fear,"Plain Papadum"
57,woman,sad,"Plain Papadum"
43,woman,happy,"Plain Papadum"
59,man,disgust,"Plain Papadum"
41,man,fear,"Plain Papadum"
35,man,sad,"Plain Papadum"
29,man,angry,"Spicy Papadum"
36,man,sad,"Plain Papadum"
53,woman,angry,"Plain Papadum"
65,man,surprise,"Plain Papadum"
22,woman,angry,"Spicy Papadum"
20,man,fear,"Spicy Papadum"
64,woman,fear,"Plain Papadum"
52,man,surprise,"Plain Papadum"
58,man,disgust,"Plain Papadum"
30,woman,happy,"Plain Papadum"
60,woman,sad,"Plain Papadum"
24,man,fear,"Plain Papadum"
44,woman,fear,"Plain Papadum"
54,woman,surprise,"Spicy Papadum"
37,man,happy,"Plain Papadum"
68,woman,angry,"Spicy Papadum"
65,man,angry,"Spicy Papadum"
36,woman,surprise,"Plain Papadum"
55,man,sad,"Plain Papadum"
17,woman,disgust,"Plain Papadum"
34,man,fear,"Plain Papadum"
55,man,happy,"Plain Papadum"
67,woman,disgust,"Spicy Papadum"
43,woman,happy,"Plain Papadum"
41,woman,surprise,"Plain Papadum"
54,woman,disgust,"Plain Papadum"
38,woman,angry,"Plain Papadum"
69,man,surprise,"Plain Papadum"
28,man,angry,"Plain Papadum"
55,woman,angry,"Plain Papadum"
32,woman,angry,"Plain Papadum"
41,man,happy,"Plain Papadum"
30,woman,disgust,"Plain Papadum"
39,woman,angry,"Plain Papadum"
16,woman,angry,"Plain Papadum"
18,man,happy,"Plain Papadum"
68,woman,disgust,"Plain Papadum"
26,woman,sad,"Spicy Papadum"
59,woman,sad,"Plain Papadum"
29,man,surprise,"Plain Papadum"
18,man,sad,"Plain Papadum"
29,woman,sad,"Plain Papadum"
28,man,surprise,"Plain Papadum"
45,man,disgust,"Spicy Papadum"
67,man,surprise,"Spicy Papadum"
15,woman,fear,"Plain Papadum"
34,woman,angry,"Plain Papadum"
24,man,disgust,"Plain Papadum"
41,woman,sad,"Plain Papadum"
19,man,sad,"Plain Papadum"
23,woman,surprise,"Plain Papadum"
67,woman,fear,"Plain Papadum"
66,woman,fear,"Plain Papadum"
53,man,happy,"Plain Papadum"
35,woman,angry,"Plain Papadum"
50,woman,disgust,"Spicy Papadum"
42,man,fear,"Plain Papadum"
32,woman,angry,"Plain Papadum"
64,woman,sad,"Plain Papadum"
65,man,surprise,"Plain Papadum"
20,man,fear,"Spicy Papadum"
22,woman,surprise,"Plain Papadum"
44,man,disgust,"Plain Papadum"
61,woman,sad,"Plain Papadum"
15,man,surprise,"Plain Papadum"
18,woman,disgust,"Plain Papadum"
29,woman,disgust,"Plain Papadum"
53,woman,surprise,"Plain Papadum"
21,man,disgust,"Plain Papadum"
33,woman,fear,"Plain Papadum"
63,woman,fear,"Plain Papadum"
46,woman,disgust,"Plain Papadum"
16,woman,angry,"Plain Papadum"
63,man,surprise,"Plain Papadum"
52,woman,angry,"Plain Papadum"
20,man,happy,"Plain Papadum"
22,woman,angry,"Plain Papadum"
64,woman,sad,"Spicy Papadum"
42,man,fear,"Plain Papadum"
25,woman,surprise,"Plain Papadum"
65,woman,fear,"Spicy Papadum"
32,man,surprise,"Plain Papadum"
20,woman,angry,"Plain Papadum"
56,man,fear,"Plain Papadum"
68,man,sad,"Plain Papadum"
48,man,angry,"Plain Papadum"
44,man,fear,"Plain Papadum"
57,woman,surprise,"Plain Papadum"
59,man,fear,"Plain Papadum"
59,woman,surprise,"Plain Papadum"
32,woman,fear,"Plain Papadum"
39,man,disgust,"Spicy Papadum"
35,man,happy,"Plain Papadum"
21,woman,surprise,"Plain Papadum"
23,man,disgust,"Plain Papadum"
56,woman,surprise,"Plain Papadum"
18,woman,surprise,"Plain Papadum"
66,woman,sad,"Spicy Papadum"
20,man,disgust,"Plain Papadum"
27,man,surprise,"Plain Papadum"
28,man,angry,"Plain Papadum"
29,woman,happy,"Plain Papadum"
23,woman,sad,"Plain Papadum"
67,woman,disgust,"Plain Papadum"
67,woman,fear,"Plain Papadum"
59,woman,surprise,"Spicy Papadum"
55,man,fear,"Plain Papadum"
31,man,angry,"Plain Papadum"
46,woman,happy,"Plain Papadum"
38,man,sad,"Plain Papadum"
17,man,sad,"Plain Papadum"
32,woman,angry,"Plain Papadum"
29,woman,happy,"Plain Papadum"
20,woman,disgust,"Plain Papadum"
40,woman,sad,"Spicy Papadum"
60,man,fear,"Plain Papadum"
47,man,surprise,"Plain Papadum"
30,woman,fear,"Plain Papadum"
32,man,sad,"Plain Papadum"
54,man,sad,"Plain Papadum"
38,woman,sad,"Plain Papadum"
35,woman,disgust,"Plain Papadum"
57,woman,angry,"Spicy Papadum"
25,man,disgust,"Plain Papadum"
38,woman,surprise,"Plain Papadum"
66,man,surprise,"Plain Papadum"
57,woman,sad,"Plain Papadum"
58,woman,angry,"Plain Papadum"
16,woman,surprise,"Plain Papadum"
56,man,disgust,"Plain Papadum"
28,woman,disgust,"Plain Papadum"
50,man,sad,"Plain Papadum"
20,man,fear,"Plain Papadum"
52,man,surprise,"Plain Papadum"
15,man,surprise,"Plain Papadum"
18,man,fear,"Spicy Papadum"
51,man,surprise,"Plain Papadum"
27,woman,sad,"Plain Papadum"
57,woman,angry,"Plain Papadum"
41,man,fear,"Plain Papadum"
42,woman,happy,"Plain Papadum"
44,woman,fear,"Plain Papadum"
39,man,fear,"Plain Papadum"
60,man,fear,"Plain Papadum"
36,woman,surprise,"Spicy Papadum"
35,woman,surprise,"Plain Papadum"
25,woman,happy,"Plain Papadum"
17,man,sad,"Plain Papadum"
67,man,sad,"Plain Papadum"
20,man,happy,"Plain Papadum"
67,woman,angry,"Spicy Papadum"
36,woman,surprise,"Plain Papadum"
40,woman,happy,"Plain Papadum"
55,woman,angry,"Plain Papadum"
45,woman,happy,"Plain Papadum"
57,man,disgust,"Plain Papadum"
29,man,surprise,"Plain Papadum"
20,man,sad,"Spicy Papadum"
45,woman,happy,"Plain Papadum"
56,man,sad,"Plain Papadum"
35,woman,fear,"Spicy Papadum"
28,man,angry,"Plain Papadum"
58,woman,sad,"Plain Papadum"
23,man,angry,"Plain Papadum"
34,man,surprise,"Plain Papadum"
23,woman,happy,"Plain Papadum"
17,man,fear,"Plain Papadum"
24,man,fear,"Plain Papadum"
47,man,angry,"Plain Papadum"
54,man,fear,"Plain Papadum"
64,man,surprise,"Spicy Papadum"
40,man,disgust,"Plain Papadum"
62,woman,sad,"Plain Papadum"
46,woman,fear,"Plain Papadum"
23,man,fear,"Plain Papadum"
31,man,surprise,"Plain Papadum"
61,man,fear,"Plain Papadum"
27,woman,happy,"Plain Papadum"
41,woman,surprise,"Plain Papadum"
22,woman,surprise,"Plain Papadum"
21,man,happy,"Plain Papadum"
42,man,angry,"Plain Papadum"
61,man,disgust,"Plain Papadum"
26,man,surprise,"Plain Papadum"
46,man,disgust,"Plain Papadum"
43,woman,fear,"Plain Papadum"
42,man,disgust,"Plain Papadum"
41,man,fear,"Plain Papadum"
46,man,surprise,"Plain Papadum"
44,woman,happy,"Plain Papadum"
16,man,sad,"Plain Papadum"
50,man,angry,"Plain Papadum"
21,man,disgust,"Plain Papadum"
28,man,angry,"Plain Papadum"
68,man,surprise,"Plain Papadum"
28,woman,happy,"Spicy Papadum"
38,man,disgust,"Plain Papadum"
18,woman,surprise,"Plain Papadum"
53,woman,fear,"Spicy Papadum"
47,man,angry,"Plain Papadum"
64,woman,happy,"Plain Papadum"
52,man,fear,"Plain Papadum"
60,man,disgust,"Plain Papadum"
64,woman,sad,"Plain Papadum"
59,man,disgust,"Plain Papadum"
22,man,happy,"Plain Papadum"
34,woman,disgust,"Plain Papadum"
43,man,angry,"Plain Papadum"
48,man,surprise,"Plain Papadum"
65,woman,happy,"Plain Papadum"
42,man,angry,"Plain Papadum"
17,woman,angry,"Plain Papadum"
23,woman,happy,"Plain Papadum"
41,woman,happy,"Plain Papadum"
57,woman,sad,"Plain Papadum"
21,man,happy,"Plain Papadum"
17,man,happy,"Plain Papadum"
60,man,angry,"Spicy Papadum"
15,man,surprise,"Plain Papadum"
28,man,disgust,"Plain Papadum"
65,woman,happy,"Plain Papadum"
18,man,fear,"Plain Papadum"
59,woman,sad,"Spicy Papadum"
37,woman,angry,"Plain Papadum"
33,woman,fear,"Plain Papadum"
29,man,surprise,"Plain Papadum"
20,woman,sad,"Plain Papadum"
68,man,surprise,"Spicy Papadum"
45,woman,happy,"Plain Papadum"
16,woman,angry,"Plain Papadum"
18,man,fear,"Plain Papadum"
63,man,surprise,"Plain Papadum"
54,man,fear,"Plain Papadum"
54,woman,surprise,"Plain Papadum"
36,man,fear,"Plain Papadum"
55,man,sad,"Plain Papadum"
41,woman,angry,"Plain Papadum"
19,woman,angry,"Plain Papadum"
22,man,happy,"Plain Papadum"
35,woman,disgust,"Plain Papadum"
66,man,surprise,"Plain Papadum"
64,man,angry,"Plain Papadum"
17,woman,angry,"Plain Papadum"
66,woman,happy,"Spicy Papadum"
59,woman,sad,"Plain Papadum"
65,woman,happy,"Spicy Papadum"
38,woman,disgust,"Plain Papadum"
51,woman,fear,"Plain Papadum"
61,man,disgust,"Plain Papadum"
31,woman,happy,"Spicy Papadum"
23,man,disgust,"Plain Papadum"
36,woman,disgust,"Plain Papadum"
23,man,angry,"Plain Papadum"
24,woman,sad,"Spicy Papadum"
50,man,sad,"Plain Papadum"
19,man,happy,"Plain Papadum"
63,man,disgust,"Plain Papadum"
53,man,happy,"Plain Papadum"
24,woman,happy,"Plain Papadum"
69,man,angry,"Plain Papadum"
40,man,happy,"Spicy Papadum"
17,man,happy,"Plain Papadum"
34,man,sad,"Plain Papadum"
24,woman,fear,"Plain Papadum"
25,woman,surprise,"Spicy Papadum"
43,woman,happy,"Plain Papadum"
23,woman,happy,"Plain Papadum"
19,man,fear,"Plain Papadum"
37,woman,angry,"Plain Papadum"
68,woman,fear,"Plain Papadum"
23,man,fear,"Plain Papadum"
69,woman,fear,"Spicy Papadum"
46,woman,happy,"Plain Papadum"
41,man,fear,"Plain Papadum"
64,woman,happy,"Plain Papadum"
42,man,disgust,"Plain Papadum"
53,man,sad,"Plain Papadum"
61,woman,happy,"Spicy Papadum"
68,woman,disgust,"Plain Papadum"
24,man,disgust,"Plain Papadum"
20,woman,surprise,"Plain Papadum"
43,man,angry,"Plain Papadum"
34,man,surprise,"Plain Papadum"
37,man,fear,"Plain Papadum"
50,man,happy,"Spicy Papadum"
23,man,disgust,"Plain Papadum"
56,man,happy,"Plain Papadum"
46,man,disgust,"Plain Papadum"
35,man,happy,"Plain Papadum"
59,woman,sad,"Plain Papadum"
24,woman,sad,"Plain Papadum"
64,woman,fear,"Plain Papadum"
24,woman,sad,"Plain Papadum"
23,woman,sad,"Plain Papadum"
43,woman,sad,"Plain Papadum"
53,woman,surprise,"Plain Papadum"
60,woman,angry,"Spicy Papadum"
60,woman,sad,"Plain Papadum"
38,man,happy,"Plain Papadum"
15,woman,angry,"Plain Papadum"
30,man,angry,"Plain Papadum"
28,man,angry,"Plain Papadum"
30,man,sad,"Plain Papadum"
27,woman,happy,"Plain Papadum"
50,man,surprise,"Plain Papadum"
62,man,surprise,"Plain Papadum"
45,man,surprise,"Plain Papadum"
45,woman,fear,"Plain Papadum"
64,woman,sad,"Plain Papadum"
15,man,sad,"Plain Papadum"
45,man,surprise,"Plain Papadum"
30,man,surprise,"Plain Papadum"
25,man,angry,"Plain Papadum"
66,woman,happy,"Plain Papadum"
44,woman,fear,"Plain Papadum"
48,man,angry,"Plain Papadum"
37,man,fear,"Plain Papadum"
58,woman,angry,"Plain Papadum"
41,woman,angry,"Plain Papadum"
60,woman,sad,"Plain Papadum"
61,man,fear,"Spicy Papadum"
19,man,sad,"Plain Papadum"
52,woman,angry,"Plain Papadum"
57,woman,angry,"Plain Papadum"
38,woman,disgust,"Plain Papadum"
29,woman,fear,"Plain Papadum"
27,man,disgust,"Plain Papadum"
62,man,angry,"Plain Papadum"
68,woman,angry,"Plain Papadum"
56,man,sad,"Plain Papadum"
32,man,happy,"Plain Papadum"
53,woman,disgust,"Plain Papadum"
67,woman,disgust,"Plain Papadum"
35,man,happy,"Spicy Papadum"
37,man,fear,"Plain Papadum"
24,woman,sad,"Spicy Papadum"
25,woman,happy,"Plain Papadum"
69,man,sad,"Spicy Papadum"
22,woman,sad,"Spicy Papadum"
38,man,happy,"Plain Papadum"
36,woman,angry,"Plain Papadum"
34,man,surprise,"Plain Papadum"
29,man,angry,"Plain Papadum"
41,woman,sad,"Plain Papadum"
56,man,disgust,"Plain Papadum"
35,woman,angry,"Plain Papadum"
33,woman,disgust,"Plain Papadum"
35,woman,disgust,"Plain Papadum"
34,woman,surprise,"Spicy Papadum"
36,woman,angry,"Plain Papadum"
41,man,disgust,"Plain Papadum"
69,woman,fear,"Plain Papadum"
16,woman,surprise,"Plain Papadum"
28,woman,sad,"Plain Papadum"
45,man,angry,"Plain Papadum"
18,man,fear,"Plain Papadum"
48,man,sad,"Plain Papadum"
32,man,surprise,"Plain Papadum"
19,man,disgust,"Plain Papadum"
16,woman,angry,"Plain Papadum"
35,woman,surprise,"Plain Papadum"
32,woman,fear,"Plain Papadum"
50,man,surprise,"Plain Papadum"
38,woman,surprise,"Plain Papadum"
20,woman,sad,"Plain Papadum"
60,woman,happy,"Plain Papadum"
25,man,disgust,"Plain Papadum"
27,man,disgust,"Plain Papadum"
20,woman,angry,"Plain Papadum"
44,woman,happy,"Plain Papadum"
36,woman,surprise,"Plain Papadum"
39,woman,sad,"Plain Papadum"
56,man,disgust,"Plain Papadum"
34,woman,fear,"Plain Papadum"
48,woman,happy,"Spicy Papadum"
56,woman,angry,"Plain Papadum"
19,woman,surprise,"Plain Papadum"
27,woman,fear,"Plain Papadum"
50,man,surprise,"Plain Papadum"
33,woman,angry,"Plain Papadum"
65,woman,disgust,"Plain Papadum"
41,woman,sad,"Plain Papadum"
18,man,sad,"Plain Papadum"
18,man,happy,"Plain Papadum"
51,man,happy,"Plain Papadum"
68,man,sad,"Plain Papadum"
20,woman,surprise,"Plain Papadum"
28,man,angry,"Plain Papadum"
60,woman,sad,"Plain Papadum"
42,man,disgust,"Plain Papadum"
42,woman,sad,"Plain Papadum"
21,woman,surprise,"Plain Papadum"
53,woman,angry,"Plain Papadum"
44,woman,sad,"Plain Papadum"
66,woman,fear,"Plain Papadum"
46,man,angry,"Spicy Papadum"
59,woman,surprise,"Plain Papadum"
44,man,angry,"Plain Papadum"
23,woman,angry,"Plain Papadum"
59,man,disgust,"Plain Papadum"
16,man,sad,"Spicy Papadum"
61,man,angry,"Plain Papadum"
29,woman,happy,"Spicy Papadum"
56,man,happy,"Plain Papadum"
43,man,surprise,"Plain Papadum"
45,woman,fear,"Plain Papadum"
59,man,disgust,"Plain Papadum"
20,man,fear,"Plain Papadum"
60,woman,surprise,"Plain Papadum"
22,man,disgust,"Plain Papadum"
39,man,fear,"Spicy Papadum"
42,man,disgust,"Plain Papadum"
39,woman,angry,"Plain Papadum"
69,man,surprise,"Spicy Papadum"
21,woman,surprise,"Spicy Papadum"
44,woman,sad,"Plain Papadum"
69,man,surprise,"Plain Papadum"
20,man,happy,"Plain Papadum"
40,man,angry,"Plain Papadum"
40,woman,angry,"Plain Papadum"
34,man,happy,"Plain Papadum"
61,man,fear,"Plain Papadum"
62,woman,sad,"Plain Papadum"
46,man,surprise,"Spicy Papadum"
26,man,disgust,"Plain Papadum"
16,man,surprise,"Plain Papadum"
21,man,disgust,"Plain Papadum"
53,man,fear,"Plain Papadum"
67,woman,disgust,"Plain Papadum"
55,man,happy,"Plain Papadum"
44,man,disgust,"Plain Papadum"
29,man,angry,"Plain Papadum"
51,woman,disgust,"Spicy Papadum"
63,woman,fear,"Plain Papadum"
17,man,fear,"Plain Papadum"
64,woman,happy,"Plain Papadum"
30,man,angry,"Spicy Papadum"
61,woman,happy,"Plain Papadum"
66,man,surprise,"Plain Papadum"
35,woman,fear,"Plain Papadum"
64,woman,happy,"Plain Papadum"
66,man,surprise,"Plain Papadum"
57,woman,angry,"Plain Papadum"
50,woman,fear,"Plain Papadum"
35,man,sad,"Plain Papadum"
64,man,angry,"Plain Papadum"
45,woman,fear,"Plain Papadum"
64,woman,sad,"Plain Papadum"
50,man,angry,"Plain Papadum"
59,man,disgust,"Spicy Papadum"
35,man,sad,"Plain Papadum"
20,man,happy,"Plain Papadum"
47,woman,sad,"Plain Papadum"
20,woman,sad,"Plain Papadum"
43,man,disgust,"Plain Papadum"
68,woman,fear,"Spicy Papadum"
50,woman,fear,"Plain Papadum"
32,man,sad,"Plain Papadum"
21,man,disgust,"Plain Papadum"
35,man,happy,"Plain Papadum"
42,woman,surprise,"Spicy Papadum"
19,woman,surprise,"Plain Papadum"
45,man,surprise,"Plain Papadum"
33,woman,disgust,"Plain Papadum"
39,woman,surprise,"Plain Papadum"
48,woman,fear,"Spicy Papadum"
67,man,surprise,"Spicy Papadum"
62,man,angry,"Plain Papadum"
25,woman,happy,"Plain Papadum"
16,man,happy,"Plain Papadum"
55,man,happy,"Plain Papadum"
33,woman,angry,"Plain Papadum"
54,man,happy,"Spicy Papadum"
21,man,fear,"Plain Papadum"
40,man,angry,"Plain Papadum"
67,woman,fear,"Plain Papadum"
39,man,disgust,"Spicy Papadum"
44,woman,happy,"Plain Papadum"
33,man,happy,"Plain Papadum"
45,woman,fear,"Plain Papadum"
60,man,fear,"Plain Papadum"
47,man,surprise,"Plain Papadum"
48,woman,happy,"Spicy Papadum"
55,man,fear,"Plain Papadum"
57,man,disgust,"Plain Papadum"
36,man,happy,"Spicy Papadum"
41,woman,sad,"Plain Papadum"
56,woman,surprise,"Plain Papadum"
36,woman,disgust,"Plain Papadum"
52,woman,disgust,"Spicy Papadum"
16,woman,surprise,"Plain Papadum"
28,woman,fear,"Plain Papadum"
68,woman,happy,"Plain Papadum"
61,man,angry,"Plain Papadum"
24,woman,surprise,"Plain Papadum"
26,woman,sad,"Plain Papadum"
15,woman,angry,"Plain Papadum"
21,man,happy,"Plain Papadum"
38,man,sad,"Plain Papadum"
42,woman,surprise,"Plain Papadum"
17,man,surprise,"Plain Papadum"
44,man,disgust,"Plain Papadum"
63,man,disgust,"Plain Papadum"
31,woman,fear,"Plain Papadum"
41,woman,surprise,"Plain Papadum"
38,man,sad,"Plain Papadum"
34,woman,angry,"Plain Papadum"
41,woman,angry,"Plain Papadum"
24,man,angry,"Plain Papadum"
30,woman,fear,"Plain Papadum"
66,woman,sad,"Plain Papadum"
42,man,fear,"Plain Papadum"
27,woman,happy,"Plain Papadum"
42,man,fear,"Plain Papadum"
19,man,happy,"Plain Papadum"
40,man,fear,"Plain Papadum"
51,woman,disgust,"Plain Papadum"
30,man,sad,"Plain Papadum"
67,man,angry,"Spicy Papadum"
60,man,disgust,"Plain Papadum"
56,man,disgust,"Plain Papadum"
31,woman,angry,"Plain Papadum"
29,man,surprise,"Plain Papadum"
47,man,sad,"Spicy Papadum"
28,woman,fear,"Plain Papadum"
67,man,happy,"Plain Papadum"
25,woman,happy,"Plain Papadum"
19,woman,surprise,"Plain Papadum"
38,man,sad,"Plain Papadum"
51,woman,disgust,"Spicy Papadum"
58,woman,surprise,"Plain Papadum"
15,man,sad,"Plain Papadum"
29,woman,fear,"Plain Papadum"
29,man,surprise,"Spicy Papadum"
23,woman,sad,"Plain Papadum"
23,man,angry,"Plain Papadum"
47,woman,happy,"Plain Papadum"
35,man,sad,"Spicy Papadum"
23,woman,surprise,"Plain Papadum"
59,woman,angry,"Plain Papadum"
22,man,disgust,"Plain Papadum"
56,woman,angry,"Plain Papadum"
55,man,sad,"Plain Papadum"
44,woman,sad,"Plain Papadum"
51,woman,angry,"Spicy Papadum"
46,man,surprise,"Plain Papadum"
29,man,angry,"Plain Papadum"
40,woman,sad,"Plain Papadum"
19,man,happy,"Spicy Papadum"
26,man,angry,"Plain Papadum"
19,woman,angry,"Plain Papadum"
61,woman,happy,"Plain Papadum"
66,man,sad,"Plain Papadum"
35,man,sad,"Plain Papadum"
23,woman,sad,"Plain Papadum"
39,man,happy,"Plain Papadum"
35,woman,disgust,"Spicy Papadum"
28,man,angry,"Plain Papadum"
63,woman,fear,"Plain Papadum"
68,man,surprise,"Plain Papadum"
47,woman,happy,"Plain Papadum"
22,man,angry,"Plain Papadum"
50,man,angry,"Spicy Papadum"
65,man,sad,"Plain Papadum"
44,man,angry,"Plain Papadum"
60,man,fear,"Plain Papadum"
34,woman,disgust,"Plain Papadum"
44,woman,fear,"Plain Papadum"
53,woman,disgust,"Plain Papadum"
51,man,surprise,"Plain Papadum"
28,man,disgust,"Plain Papadum"
67,man,angry,"Plain Papadum"
51,woman,angry,"Plain Papadum"
55,woman,angry,"Plain Papadum"
32,woman,disgust,"Plain Papadum"
60,man,fear,"Plain Papadum"
26,man,surprise,"Plain Papadum"
50,woman,fear,"Plain Papadum"
69,man,surprise,"Plain Papadum"
34,man,sad,"Plain Papadum"
66,man,sad,"Plain Papadum"
18,man,happy,"Plain Papadum"
53,woman,surprise,"Plain Papadum"
20,man,fear,"Plain Papadum"
57,man,happy,"Plain Papadum"
65,woman,sad,"Plain Papadum"
67,woman,fear,"Plain Papadum"
41,man,angry,"Plain Papadum"
45,man,disgust,"Plain Papadum"
32,man,surprise,"Spicy Papadum"
66,woman,fear,"Plain Papadum"
69,woman,disgust,"Spicy Papadum"
52,man,happy,"Plain Papadum"
29,woman,fear,"Plain Papadum"
48,man,surprise,"Plain Papadum"
21,woman,surprise,"Plain Papadum"
65,man,sad,"Plain Papadum"
63,man,disgust,"Plain Papadum"
52,man,sad,"Plain Papadum"
43,man,surprise,"Plain Papadum"
42,man,disgust,"Plain Papadum"
41,woman,surprise,"Spicy Papadum"
20,man,happy,"Plain Papadum"
58,man,fear,"Plain Papadum"
64,man,disgust,"Plain Papadum"
36,man,sad,"Plain Papadum"
56,woman,sad,"Plain Papadum"
31,man,angry,"Plain Papadum"
39,man,fear,"Plain Papadum"
65,woman,fear,"Plain Papadum"
53,woman,disgust,"Plain Papadum"
60,man,angry,"Plain Papadum"
54,man,happy,"Plain Papadum"
27,woman,fear,"Plain Papadum"
46,woman,fear,"Plain Papadum"
57,woman,surprise,"Spicy Papadum"
23,man,disgust,"Spicy Papadum"
62,man,angry,"Spicy Papadum"
60,woman,happy,"Plain Papadum"
40,man,happy,"Plain Papadum"
57,woman,surprise,"Plain Papadum"
18,woman,surprise,"Plain Papadum"
40,man,happy,"Plain Papadum"
28,woman,sad,"Plain Papadum"
40,man,happy,"Spicy Papadum"
27,woman,fear,"Plain Papadum"
38,woman,disgust,"Plain Papadum"
45,woman,fear,"Spicy Papadum"
26,woman,happy,"Spicy Papadum"
31,woman,disgust,"Plain Papadum"
26,man,angry,"Plain Papadum"
62,woman,surprise,"Plain Papadum"
18,woman,disgust,"Spicy Papadum"
33,woman,disgust,"Spicy Papadum"
38,man,fear,"Plain Papadum"
40,woman,sad,"Plain Papadum"
31,woman,happy,"Plain Papadum"
44,man,fear,"Spicy Papadum"
35,woman,disgust,"Plain Papadum"
66,woman,fear,"Plain Papadum"
69,man,surprise,"Spicy Papadum"
19,man,fear,"Plain Papadum"
30,woman,angry,"Plain Papadum"
49,woman,disgust,"Plain Papadum"
31,man,sad,"Plain Papadum"
34,woman,surprise,"Spicy Papadum"
29,man,angry,"Plain Papadum"
49,woman,fear,"Spicy Papadum"
34,woman,disgust,"Plain Papadum"
51,woman,angry,"Plain Papadum"
36,man,sad,"Plain Papadum"
68,woman,disgust,"Spicy Papadum"
