	Age	Gender	Sentiment	Food
8157	55	0	4	Plain Papadum
8158	41	1	0	Plain Papadum
8159	19	1	0	Plain Papadum
8160	22	0	3	Plain Papadum
8161	35	1	1	Plain Papadum
8162	66	0	5	Plain Papadum
8163	64	0	0	Plain Papadum
8164	17	1	0	Plain Papadum
8165	66	1	3	Spicy Papadum
8166	59	1	4	Plain Papadum
8167	65	1	3	Spicy Papadum
8168	38	1	1	Plain Papadum
8169	51	1	2	Plain Papadum
8170	61	0	1	Plain Papadum
8171	31	1	3	Spicy Papadum
8172	23	0	1	Plain Papadum
8173	36	1	1	Plain Papadum
8174	23	0	0	Plain Papadum
8175	24	1	4	Spicy Papadum
8176	50	0	4	Plain Papadum
8177	19	0	3	Plain Papadum
8178	63	0	1	Plain Papadum
8179	53	0	3	Plain Papadum
8180	24	1	3	Plain Papadum
8181	69	0	0	Plain Papadum
8182	40	0	3	Spicy Papadum
8183	17	0	3	Plain Papadum
8184	34	0	4	Plain Papadum
8185	24	1	2	Plain Papadum
8186	25	1	5	Spicy Papadum
8187	43	1	3	Plain Papadum
8188	23	1	3	Plain Papadum
8189	19	0	2	Plain Papadum
8190	37	1	0	Plain Papadum
8191	68	1	2	Plain Papadum
8192	23	0	2	Plain Papadum
8193	69	1	2	Spicy Papadum
8194	46	1	3	Plain Papadum
8195	41	0	2	Plain Papadum
8196	64	1	3	Plain Papadum
8197	42	0	1	Plain Papadum
8198	53	0	4	Plain Papadum
8199	61	1	3	Spicy Papadum
8200	68	1	1	Plain Papadum
8201	24	0	1	Plain Papadum
8202	20	1	5	Plain Papadum
8203	43	0	0	Plain Papadum
8204	34	0	5	Plain Papadum
8205	37	0	2	Plain Papadum
8206	50	0	3	Spicy Papadum
8207	23	0	1	Plain Papadum
8208	56	0	3	Plain Papadum
8209	46	0	1	Plain Papadum
8210	35	0	3	Plain Papadum
8211	59	1	4	Plain Papadum
8212	24	1	4	Plain Papadum
8213	64	1	2	Plain Papadum
8214	24	1	4	Plain Papadum
8215	23	1	4	Plain Papadum
8216	43	1	4	Plain Papadum
8217	53	1	5	Plain Papadum
8218	60	1	0	Spicy Papadum
8219	60	1	4	Plain Papadum
8220	38	0	3	Plain Papadum
8221	15	1	0	Plain Papadum
8222	30	0	0	Plain Papadum
8223	28	0	0	Plain Papadum
8224	30	0	4	Plain Papadum
8225	27	1	3	Plain Papadum
8226	50	0	5	Plain Papadum
8227	62	0	5	Plain Papadum
8228	45	0	5	Plain Papadum
8229	45	1	2	Plain Papadum
8230	64	1	4	Plain Papadum
8231	15	0	4	Plain Papadum
8232	45	0	5	Plain Papadum
8233	30	0	5	Plain Papadum
8234	25	0	0	Plain Papadum
8235	66	1	3	Plain Papadum
8236	44	1	2	Plain Papadum
8237	48	0	0	Plain Papadum
8238	37	0	2	Plain Papadum
8239	58	1	0	Plain Papadum
8240	41	1	0	Plain Papadum
8241	60	1	4	Plain Papadum
8242	61	0	2	Spicy Papadum
8243	19	0	4	Plain Papadum
8244	52	1	0	Plain Papadum
8245	57	1	0	Plain Papadum
8246	38	1	1	Plain Papadum
8247	29	1	2	Plain Papadum
8248	27	0	1	Plain Papadum
8249	62	0	0	Plain Papadum
8250	68	1	0	Plain Papadum
8251	56	0	4	Plain Papadum
8252	32	0	3	Plain Papadum
8253	53	1	1	Plain Papadum
8254	67	1	1	Plain Papadum
8255	35	0	3	Spicy Papadum
8256	37	0	2	Plain Papadum
8257	24	1	4	Spicy Papadum
8258	25	1	3	Plain Papadum
8259	69	0	4	Spicy Papadum
8260	22	1	4	Spicy Papadum
8261	38	0	3	Plain Papadum
8262	36	1	0	Plain Papadum
8263	34	0	5	Plain Papadum
8264	29	0	0	Plain Papadum
8265	41	1	4	Plain Papadum
8266	56	0	1	Plain Papadum
8267	35	1	0	Plain Papadum
8268	33	1	1	Plain Papadum
8269	35	1	1	Plain Papadum
8270	34	1	5	Spicy Papadum
8271	36	1	0	Plain Papadum
8272	41	0	1	Plain Papadum
8273	69	1	2	Plain Papadum
8274	16	1	5	Plain Papadum
8275	28	1	4	Plain Papadum
8276	45	0	0	Plain Papadum
8277	18	0	2	Plain Papadum
8278	48	0	4	Plain Papadum
8279	32	0	5	Plain Papadum
8280	19	0	1	Plain Papadum
8281	16	1	0	Plain Papadum
8282	35	1	5	Plain Papadum
8283	32	1	2	Plain Papadum
8284	50	0	5	Plain Papadum
8285	38	1	5	Plain Papadum
8286	20	1	4	Plain Papadum
8287	60	1	3	Plain Papadum
8288	25	0	1	Plain Papadum
8289	27	0	1	Plain Papadum
8290	20	1	0	Plain Papadum
8291	44	1	3	Plain Papadum
8292	36	1	5	Plain Papadum
8293	39	1	4	Plain Papadum
8294	56	0	1	Plain Papadum
8295	34	1	2	Plain Papadum
8296	48	1	3	Spicy Papadum
8297	56	1	0	Plain Papadum
8298	19	1	5	Plain Papadum
8299	27	1	2	Plain Papadum
8300	50	0	5	Plain Papadum
8301	33	1	0	Plain Papadum
8302	65	1	1	Plain Papadum
8303	41	1	4	Plain Papadum
8304	18	0	4	Plain Papadum
8305	18	0	3	Plain Papadum
8306	51	0	3	Plain Papadum
8307	68	0	4	Plain Papadum
8308	20	1	5	Plain Papadum
8309	28	0	0	Plain Papadum
8310	60	1	4	Plain Papadum
8311	42	0	1	Plain Papadum
8312	42	1	4	Plain Papadum
8313	21	1	5	Plain Papadum
8314	53	1	0	Plain Papadum
8315	44	1	4	Plain Papadum
8316	66	1	2	Plain Papadum
8317	46	0	0	Spicy Papadum
8318	59	1	5	Plain Papadum
8319	44	0	0	Plain Papadum
8320	23	1	0	Plain Papadum
8321	59	0	1	Plain Papadum
8322	16	0	4	Spicy Papadum
8323	61	0	0	Plain Papadum
8324	29	1	3	Spicy Papadum
8325	56	0	3	Plain Papadum
8326	43	0	5	Plain Papadum
8327	45	1	2	Plain Papadum
8328	59	0	1	Plain Papadum
8329	20	0	2	Plain Papadum
8330	60	1	5	Plain Papadum
8331	22	0	1	Plain Papadum
8332	39	0	2	Spicy Papadum
8333	42	0	1	Plain Papadum
8334	39	1	0	Plain Papadum
8335	69	0	5	Spicy Papadum
8336	21	1	5	Spicy Papadum
8337	44	1	4	Plain Papadum
8338	69	0	5	Plain Papadum
8339	20	0	3	Plain Papadum
8340	40	0	0	Plain Papadum
8341	40	1	0	Plain Papadum
8342	34	0	3	Plain Papadum
8343	61	0	2	Plain Papadum
8344	62	1	4	Plain Papadum
8345	46	0	5	Spicy Papadum
8346	26	0	1	Plain Papadum
8347	16	0	5	Plain Papadum
8348	21	0	1	Plain Papadum
8349	53	0	2	Plain Papadum
8350	67	1	1	Plain Papadum
8351	55	0	3	Plain Papadum
8352	44	0	1	Plain Papadum
8353	29	0	0	Plain Papadum
8354	51	1	1	Spicy Papadum
8355	63	1	2	Plain Papadum
8356	17	0	2	Plain Papadum
8357	64	1	3	Plain Papadum
8358	30	0	0	Spicy Papadum
8359	61	1	3	Plain Papadum
8360	66	0	5	Plain Papadum
8361	35	1	2	Plain Papadum
8362	64	1	3	Plain Papadum
8363	66	0	5	Plain Papadum
8364	57	1	0	Plain Papadum
8365	50	1	2	Plain Papadum
8366	35	0	4	Plain Papadum
8367	64	0	0	Plain Papadum
8368	45	1	2	Plain Papadum
8369	64	1	4	Plain Papadum
8370	50	0	0	Plain Papadum
8371	59	0	1	Spicy Papadum
8372	35	0	4	Plain Papadum
8373	20	0	3	Plain Papadum
8374	47	1	4	Plain Papadum
8375	20	1	4	Plain Papadum
8376	43	0	1	Plain Papadum
8377	68	1	2	Spicy Papadum
8378	50	1	2	Plain Papadum
8379	32	0	4	Plain Papadum
8380	21	0	1	Plain Papadum
8381	35	0	3	Plain Papadum
8382	42	1	5	Spicy Papadum
8383	19	1	5	Plain Papadum
8384	45	0	5	Plain Papadum
8385	33	1	1	Plain Papadum
8386	39	1	5	Plain Papadum
8387	48	1	2	Spicy Papadum
8388	67	0	5	Spicy Papadum
8389	62	0	0	Plain Papadum
8390	25	1	3	Plain Papadum
8391	16	0	3	Plain Papadum
8392	55	0	3	Plain Papadum
8393	33	1	0	Plain Papadum
8394	54	0	3	Spicy Papadum
8395	21	0	2	Plain Papadum
8396	40	0	0	Plain Papadum
8397	67	1	2	Plain Papadum
8398	39	0	1	Spicy Papadum
8399	44	1	3	Plain Papadum
8400	33	0	3	Plain Papadum
8401	45	1	2	Plain Papadum
8402	60	0	2	Plain Papadum
8403	47	0	5	Plain Papadum
8404	48	1	3	Spicy Papadum
8405	55	0	2	Plain Papadum
8406	57	0	1	Plain Papadum
8407	36	0	3	Spicy Papadum
8408	41	1	4	Plain Papadum
8409	56	1	5	Plain Papadum
8410	36	1	1	Plain Papadum
8411	52	1	1	Spicy Papadum
8412	16	1	5	Plain Papadum
8413	28	1	2	Plain Papadum
8414	68	1	3	Plain Papadum
8415	61	0	0	Plain Papadum
8416	24	1	5	Plain Papadum
8417	26	1	4	Plain Papadum
8418	15	1	0	Plain Papadum
8419	21	0	3	Plain Papadum
8420	38	0	4	Plain Papadum
8421	42	1	5	Plain Papadum
8422	17	0	5	Plain Papadum
8423	44	0	1	Plain Papadum
8424	63	0	1	Plain Papadum
8425	31	1	2	Plain Papadum
8426	41	1	5	Plain Papadum
8427	38	0	4	Plain Papadum
8428	34	1	0	Plain Papadum
8429	41	1	0	Plain Papadum
8430	24	0	0	Plain Papadum
8431	30	1	2	Plain Papadum
8432	66	1	4	Plain Papadum
8433	42	0	2	Plain Papadum
8434	27	1	3	Plain Papadum
8435	42	0	2	Plain Papadum
8436	19	0	3	Plain Papadum
8437	40	0	2	Plain Papadum
8438	51	1	1	Plain Papadum
8439	30	0	4	Plain Papadum
8440	67	0	0	Spicy Papadum
8441	60	0	1	Plain Papadum
8442	56	0	1	Plain Papadum
8443	31	1	0	Plain Papadum
8444	29	0	5	Plain Papadum
8445	47	0	4	Spicy Papadum
8446	28	1	2	Plain Papadum
8447	67	0	3	Plain Papadum
8448	25	1	3	Plain Papadum
8449	19	1	5	Plain Papadum
8450	38	0	4	Plain Papadum
8451	51	1	1	Spicy Papadum
8452	58	1	5	Plain Papadum
8453	15	0	4	Plain Papadum
8454	29	1	2	Plain Papadum
8455	29	0	5	Spicy Papadum
8456	23	1	4	Plain Papadum
8457	23	0	0	Plain Papadum
8458	47	1	3	Plain Papadum
8459	35	0	4	Spicy Papadum
8460	23	1	5	Plain Papadum
8461	59	1	0	Plain Papadum
8462	22	0	1	Plain Papadum
8463	56	1	0	Plain Papadum
8464	55	0	4	Plain Papadum
8465	44	1	4	Plain Papadum
8466	51	1	0	Spicy Papadum
8467	46	0	5	Plain Papadum
8468	29	0	0	Plain Papadum
8469	40	1	4	Plain Papadum
8470	19	0	3	Spicy Papadum
8471	26	0	0	Plain Papadum
8472	19	1	0	Plain Papadum
8473	61	1	3	Plain Papadum
8474	66	0	4	Plain Papadum
8475	35	0	4	Plain Papadum
8476	23	1	4	Plain Papadum
8477	39	0	3	Plain Papadum
8478	35	1	1	Spicy Papadum
8479	28	0	0	Plain Papadum
8480	63	1	2	Plain Papadum
8481	68	0	5	Plain Papadum
8482	47	1	3	Plain Papadum
8483	22	0	0	Plain Papadum
8484	50	0	0	Spicy Papadum
8485	65	0	4	Plain Papadum
8486	44	0	0	Plain Papadum
8487	60	0	2	Plain Papadum
8488	34	1	1	Plain Papadum
8489	44	1	2	Plain Papadum
8490	53	1	1	Plain Papadum
8491	51	0	5	Plain Papadum
8492	28	0	1	Plain Papadum
8493	67	0	0	Plain Papadum
8494	51	1	0	Plain Papadum
8495	55	1	0	Plain Papadum
8496	32	1	1	Plain Papadum
8497	60	0	2	Plain Papadum
8498	26	0	5	Plain Papadum
8499	50	1	2	Plain Papadum
8500	69	0	5	Plain Papadum
8501	34	0	4	Plain Papadum
8502	66	0	4	Plain Papadum
8503	18	0	3	Plain Papadum
8504	53	1	5	Plain Papadum
8505	20	0	2	Plain Papadum
8506	57	0	3	Plain Papadum
8507	65	1	4	Plain Papadum
8508	67	1	2	Plain Papadum
8509	41	0	0	Plain Papadum
8510	45	0	1	Plain Papadum
8511	32	0	5	Spicy Papadum
8512	66	1	2	Plain Papadum
8513	69	1	1	Spicy Papadum
8514	52	0	3	Plain Papadum
8515	29	1	2	Plain Papadum
8516	48	0	5	Plain Papadum
8517	21	1	5	Plain Papadum
8518	65	0	4	Plain Papadum
8519	63	0	1	Plain Papadum
8520	52	0	4	Plain Papadum
8521	43	0	5	Plain Papadum
8522	42	0	1	Plain Papadum
8523	41	1	5	Spicy Papadum
8524	20	0	3	Plain Papadum
8525	58	0	2	Plain Papadum
8526	64	0	1	Plain Papadum
8527	36	0	4	Plain Papadum
8528	56	1	4	Plain Papadum
8529	31	0	0	Plain Papadum
8530	39	0	2	Plain Papadum
8531	65	1	2	Plain Papadum
8532	53	1	1	Plain Papadum
8533	60	0	0	Plain Papadum
8534	54	0	3	Plain Papadum
8535	27	1	2	Plain Papadum
8536	46	1	2	Plain Papadum
8537	57	1	5	Spicy Papadum
8538	23	0	1	Spicy Papadum
8539	62	0	0	Spicy Papadum
8540	60	1	3	Plain Papadum
8541	40	0	3	Plain Papadum
8542	57	1	5	Plain Papadum
8543	18	1	5	Plain Papadum
8544	40	0	3	Plain Papadum
8545	28	1	4	Plain Papadum
8546	40	0	3	Spicy Papadum
8547	27	1	2	Plain Papadum
8548	38	1	1	Plain Papadum
8549	45	1	2	Spicy Papadum
8550	26	1	3	Spicy Papadum
8551	31	1	1	Plain Papadum
8552	26	0	0	Plain Papadum
8553	62	1	5	Plain Papadum
8554	18	1	1	Spicy Papadum
8555	33	1	1	Spicy Papadum
8556	38	0	2	Plain Papadum
8557	40	1	4	Plain Papadum
8558	31	1	3	Plain Papadum
8559	44	0	2	Spicy Papadum
8560	35	1	1	Plain Papadum
8561	66	1	2	Plain Papadum
8562	69	0	5	Spicy Papadum
8563	19	0	2	Plain Papadum
8564	30	1	0	Plain Papadum
8565	49	1	1	Plain Papadum
8566	31	0	4	Plain Papadum
8567	34	1	5	Spicy Papadum
8568	29	0	0	Plain Papadum
8569	49	1	2	Spicy Papadum
8570	34	1	1	Plain Papadum
8571	51	1	0	Plain Papadum
8572	36	0	4	Plain Papadum
8573	68	1	1	Spicy Papadum
8574	35	0	3	Plain Papadum
8575	37	0	3	Plain Papadum
8576	49	1	1	Spicy Papadum
8577	56	0	3	Spicy Papadum
8578	17	0	3	Plain Papadum
8579	31	1	3	Plain Papadum
8580	29	0	5	Plain Papadum
8581	26	0	0	Plain Papadum
8582	43	0	2	Plain Papadum
8583	27	1	3	Plain Papadum
8584	45	0	0	Plain Papadum
8585	29	1	2	Plain Papadum
8586	29	1	3	Plain Papadum
8587	53	1	5	Plain Papadum
8588	55	1	5	Plain Papadum
8589	21	1	0	Plain Papadum
8590	23	1	4	Plain Papadum
8591	32	1	2	Plain Papadum
8592	67	1	1	Plain Papadum
8593	43	1	5	Plain Papadum
8594	17	0	2	Plain Papadum
8595	47	1	2	Plain Papadum
8596	57	0	2	Plain Papadum
8597	61	1	3	Plain Papadum
8598	22	1	5	Plain Papadum
8599	56	1	0	Plain Papadum
8600	55	1	0	Plain Papadum
8601	29	1	2	Plain Papadum
8602	62	0	2	Plain Papadum
8603	22	0	1	Plain Papadum
8604	28	1	1	Plain Papadum
8605	44	0	2	Plain Papadum
8606	39	1	4	Spicy Papadum
8607	39	1	0	Spicy Papadum
8608	68	0	5	Plain Papadum
8609	61	0	0	Spicy Papadum
8610	45	0	1	Plain Papadum
8611	47	1	3	Plain Papadum
8612	42	1	2	Plain Papadum
8613	64	1	2	Plain Papadum
8614	22	0	2	Plain Papadum
8615	58	1	5	Plain Papadum
8616	30	0	0	Plain Papadum
8617	26	0	0	Plain Papadum
8618	31	1	0	Plain Papadum
8619	29	0	0	Plain Papadum
8620	47	0	5	Plain Papadum
8621	62	0	0	Plain Papadum
8622	27	1	3	Plain Papadum
8623	41	0	2	Plain Papadum
8624	32	0	4	Plain Papadum
8625	43	0	1	Plain Papadum
8626	46	1	3	Plain Papadum
8627	44	0	2	Spicy Papadum
8628	15	1	0	Plain Papadum
8629	25	0	1	Plain Papadum
8630	53	1	5	Plain Papadum
8631	27	0	1	Plain Papadum
8632	60	0	1	Plain Papadum
8633	23	0	1	Plain Papadum
8634	16	0	3	Plain Papadum
8635	37	1	5	Plain Papadum
8636	26	1	4	Plain Papadum
8637	43	1	3	Plain Papadum
8638	51	0	3	Plain Papadum
8639	49	0	5	Plain Papadum
8640	56	1	4	Plain Papadum
8641	15	1	0	Plain Papadum
8642	15	0	5	Plain Papadum
8643	57	1	4	Plain Papadum
8644	65	1	2	Plain Papadum
8645	66	1	2	Plain Papadum
8646	55	0	3	Plain Papadum
8647	49	1	2	Plain Papadum
8648	40	0	1	Plain Papadum
8649	49	0	0	Plain Papadum
8650	51	1	2	Spicy Papadum
8651	64	1	4	Plain Papadum
8652	64	1	3	Plain Papadum
8653	15	0	4	Plain Papadum
8654	45	0	1	Spicy Papadum
8655	50	0	4	Plain Papadum
8656	41	1	4	Plain Papadum
8657	68	1	1	Plain Papadum
8658	44	0	0	Plain Papadum
8659	49	1	2	Plain Papadum
8660	59	1	4	Plain Papadum
8661	50	1	0	Plain Papadum
8662	23	1	4	Plain Papadum
8663	40	1	4	Plain Papadum
8664	64	0	0	Plain Papadum
8665	16	0	2	Plain Papadum
8666	65	0	0	Plain Papadum
8667	57	1	5	Plain Papadum
8668	57	0	1	Plain Papadum
8669	49	1	3	Plain Papadum
8670	45	0	0	Plain Papadum
8671	42	1	5	Plain Papadum
8672	62	0	2	Plain Papadum
8673	15	0	3	Plain Papadum
8674	30	1	2	Spicy Papadum
8675	30	0	5	Plain Papadum
8676	22	0	2	Plain Papadum
8677	31	0	5	Plain Papadum
8678	30	0	4	Spicy Papadum
8679	52	1	1	Plain Papadum
8680	58	1	5	Plain Papadum
8681	26	0	0	Plain Papadum
8682	36	1	0	Plain Papadum
8683	54	1	1	Plain Papadum
8684	37	0	3	Spicy Papadum
8685	32	0	4	Plain Papadum
8686	36	0	3	Spicy Papadum
8687	28	1	2	Plain Papadum
8688	57	0	1	Spicy Papadum
8689	53	1	5	Plain Papadum
8690	50	0	3	Plain Papadum
8691	17	0	3	Plain Papadum
8692	43	0	1	Plain Papadum
8693	15	0	5	Plain Papadum
8694	21	1	4	Plain Papadum
8695	24	1	3	Plain Papadum
8696	67	1	3	Plain Papadum
8697	17	0	4	Plain Papadum
8698	60	0	2	Spicy Papadum
8699	16	0	3	Plain Papadum
8700	39	1	4	Plain Papadum
8701	23	1	4	Spicy Papadum
8702	57	1	4	Plain Papadum
8703	67	1	2	Plain Papadum
8704	39	1	0	Plain Papadum
8705	28	0	1	Plain Papadum
8706	35	1	0	Spicy Papadum
8707	40	0	3	Plain Papadum
8708	21	0	3	Plain Papadum
8709	36	1	1	Plain Papadum
8710	39	1	0	Plain Papadum
8711	24	1	3	Plain Papadum
8712	24	1	3	Spicy Papadum
8713	56	1	5	Spicy Papadum
8714	35	0	4	Plain Papadum
8715	52	1	0	Plain Papadum
8716	66	1	2	Plain Papadum
8717	60	1	5	Plain Papadum
8718	30	1	1	Plain Papadum
8719	55	0	3	Plain Papadum
8720	47	1	1	Plain Papadum
8721	26	0	0	Plain Papadum
8722	53	1	0	Spicy Papadum
8723	58	0	2	Plain Papadum
8724	56	0	2	Plain Papadum
8725	60	1	4	Plain Papadum
8726	50	0	3	Plain Papadum
8727	48	0	0	Plain Papadum
8728	44	0	5	Plain Papadum
8729	18	1	1	Plain Papadum
8730	32	1	0	Plain Papadum
8731	66	0	4	Plain Papadum
8732	35	0	2	Plain Papadum
8733	35	1	0	Plain Papadum
8734	17	1	0	Plain Papadum
8735	32	0	4	Plain Papadum
8736	32	1	1	Plain Papadum
8737	35	0	4	Plain Papadum
8738	37	1	5	Plain Papadum
8739	48	1	3	Plain Papadum
8740	58	1	4	Plain Papadum
8741	38	0	1	Plain Papadum
8742	28	0	1	Plain Papadum
8743	27	0	1	Plain Papadum
8744	43	0	2	Plain Papadum
8745	26	0	5	Plain Papadum
8746	59	1	4	Plain Papadum
8747	20	0	3	Plain Papadum
8748	27	1	3	Plain Papadum
8749	42	1	5	Plain Papadum
8750	22	0	0	Plain Papadum
8751	65	0	5	Plain Papadum
8752	54	1	1	Spicy Papadum
8753	57	1	0	Spicy Papadum
8754	61	1	4	Plain Papadum
8755	53	1	0	Plain Papadum
8756	61	1	4	Plain Papadum
8757	55	0	4	Plain Papadum
8758	68	0	4	Plain Papadum
8759	38	1	1	Plain Papadum
8760	34	0	3	Plain Papadum
8761	52	0	5	Plain Papadum
8762	69	1	1	Plain Papadum
8763	51	0	5	Plain Papadum
8764	68	1	2	Plain Papadum
8765	52	1	0	Plain Papadum
8766	48	1	3	Plain Papadum
8767	36	0	3	Plain Papadum
8768	56	0	1	Plain Papadum
8769	59	0	1	Plain Papadum
8770	19	1	1	Plain Papadum
8771	56	0	3	Plain Papadum
8772	53	0	3	Plain Papadum
8773	52	1	2	Plain Papadum
8774	53	1	0	Plain Papadum
8775	23	0	0	Plain Papadum
8776	35	0	4	Plain Papadum
8777	48	0	4	Spicy Papadum
8778	25	0	1	Plain Papadum
8779	56	1	0	Plain Papadum
8780	35	1	0	Plain Papadum
8781	46	0	4	Plain Papadum
8782	62	0	1	Plain Papadum
8783	29	1	1	Plain Papadum
8784	55	0	4	Plain Papadum
8785	55	1	5	Plain Papadum
8786	15	1	5	Plain Papadum
8787	25	1	2	Spicy Papadum
8788	67	0	0	Plain Papadum
8789	60	1	3	Plain Papadum
8790	47	0	0	Plain Papadum
8791	15	1	1	Plain Papadum
8792	17	1	2	Plain Papadum
8793	43	0	0	Plain Papadum
8794	29	0	0	Plain Papadum
8795	62	1	4	Plain Papadum
8796	60	0	0	Plain Papadum
8797	64	1	4	Plain Papadum
8798	65	1	2	Plain Papadum
8799	50	1	3	Spicy Papadum
8800	21	0	2	Plain Papadum
8801	60	1	4	Plain Papadum
8802	61	1	4	Plain Papadum
8803	63	0	0	Plain Papadum
8804	15	0	4	Plain Papadum
8805	48	1	2	Plain Papadum
8806	29	1	3	Plain Papadum
8807	49	1	1	Plain Papadum
8808	41	0	0	Plain Papadum
8809	38	0	2	Plain Papadum
8810	35	0	4	Plain Papadum
8811	48	1	1	Plain Papadum
8812	68	1	2	Plain Papadum
8813	52	1	2	Plain Papadum
8814	62	0	5	Plain Papadum
8815	36	1	4	Plain Papadum
8816	64	1	3	Plain Papadum
8817	68	1	2	Plain Papadum
8818	34	1	1	Plain Papadum
8819	67	1	3	Plain Papadum
8820	67	0	4	Plain Papadum
8821	67	1	3	Plain Papadum
8822	68	1	3	Plain Papadum
8823	35	1	1	Plain Papadum
8824	24	0	0	Plain Papadum
8825	28	0	1	Plain Papadum
8826	40	1	0	Spicy Papadum
8827	56	1	1	Plain Papadum
8828	36	1	5	Spicy Papadum
8829	37	1	4	Spicy Papadum
8830	35	0	2	Plain Papadum
8831	37	0	3	Plain Papadum
8832	37	1	1	Plain Papadum
8833	66	1	1	Plain Papadum
8834	37	1	1	Plain Papadum
8835	55	0	3	Plain Papadum
8836	56	0	2	Plain Papadum
8837	22	0	1	Spicy Papadum
8838	48	0	0	Plain Papadum
8839	64	1	2	Plain Papadum
8840	30	0	5	Plain Papadum
8841	16	0	4	Spicy Papadum
8842	63	1	4	Plain Papadum
8843	25	1	3	Plain Papadum
8844	49	1	1	Plain Papadum
8845	58	1	5	Spicy Papadum
8846	69	1	2	Plain Papadum
8847	27	0	0	Plain Papadum
8848	30	1	3	Plain Papadum
8849	27	0	1	Plain Papadum
8850	61	1	4	Plain Papadum
8851	28	0	1	Plain Papadum
8852	55	1	0	Plain Papadum
8853	53	1	1	Plain Papadum
8854	44	1	4	Plain Papadum
8855	49	1	3	Spicy Papadum
8856	49	0	0	Plain Papadum
8857	59	0	2	Plain Papadum
8858	38	1	5	Plain Papadum
8859	57	1	0	Plain Papadum
8860	51	0	4	Plain Papadum
8861	19	1	4	Plain Papadum
8862	65	1	3	Plain Papadum
8863	48	1	3	Plain Papadum
8864	34	0	5	Plain Papadum
8865	32	1	0	Plain Papadum
8866	25	0	2	Plain Papadum
8867	17	0	4	Plain Papadum
8868	38	0	2	Plain Papadum
8869	43	0	0	Plain Papadum
8870	15	1	5	Spicy Papadum
8871	49	0	4	Plain Papadum
8872	61	0	0	Plain Papadum
8873	25	0	5	Plain Papadum
8874	55	0	4	Plain Papadum
8875	24	0	5	Plain Papadum
8876	63	1	4	Plain Papadum
8877	60	1	5	Plain Papadum
8878	58	1	5	Plain Papadum
8879	57	0	1	Plain Papadum
8880	49	1	2	Plain Papadum
8881	19	1	1	Plain Papadum
8882	16	1	0	Plain Papadum
8883	25	1	3	Plain Papadum
8884	65	1	2	Plain Papadum
8885	64	1	3	Plain Papadum
8886	18	0	3	Plain Papadum
8887	45	0	0	Plain Papadum
8888	49	1	1	Plain Papadum
8889	31	0	3	Plain Papadum
8890	21	0	3	Plain Papadum
8891	60	1	4	Spicy Papadum
8892	49	0	5	Plain Papadum
8893	49	1	2	Plain Papadum
8894	16	0	4	Plain Papadum
8895	53	0	2	Plain Papadum
8896	51	0	4	Plain Papadum
8897	44	0	0	Plain Papadum
8898	22	1	5	Plain Papadum
8899	57	1	4	Plain Papadum
8900	20	1	0	Plain Papadum
8901	33	0	3	Plain Papadum
8902	45	0	5	Plain Papadum
8903	68	0	0	Plain Papadum
8904	58	1	4	Plain Papadum
8905	15	0	5	Plain Papadum
8906	40	0	3	Plain Papadum
8907	69	0	5	Plain Papadum
8908	18	0	2	Plain Papadum
8909	28	0	0	Plain Papadum
8910	66	0	0	Plain Papadum
8911	59	1	4	Plain Papadum
8912	20	0	3	Plain Papadum
8913	43	1	5	Spicy Papadum
8914	49	0	3	Plain Papadum
8915	25	1	3	Plain Papadum
8916	41	1	5	Plain Papadum
8917	28	1	2	Plain Papadum
8918	62	0	1	Plain Papadum
8919	19	0	2	Plain Papadum
8920	34	1	0	Spicy Papadum
8921	54	0	2	Plain Papadum
8922	47	0	0	Plain Papadum
8923	57	0	1	Spicy Papadum
8924	44	1	4	Plain Papadum
8925	57	0	2	Plain Papadum
8926	65	0	4	Plain Papadum
8927	47	1	1	Plain Papadum
8928	37	1	0	Plain Papadum
8929	55	1	5	Spicy Papadum
8930	53	0	4	Plain Papadum
8931	42	1	4	Plain Papadum
8932	68	0	0	Plain Papadum
8933	22	1	4	Spicy Papadum
8934	32	0	3	Plain Papadum
8935	43	0	1	Plain Papadum
8936	35	0	3	Spicy Papadum
8937	49	0	5	Plain Papadum
8938	61	1	4	Plain Papadum
8939	36	0	4	Plain Papadum
8940	29	0	0	Spicy Papadum
8941	51	0	4	Plain Papadum
8942	54	0	2	Plain Papadum
8943	39	1	0	Plain Papadum
8944	45	0	0	Plain Papadum
8945	42	1	4	Plain Papadum
8946	49	0	5	Plain Papadum
8947	61	1	5	Plain Papadum
8948	24	1	4	Plain Papadum
8949	52	0	5	Plain Papadum
8950	52	0	3	Plain Papadum
8951	69	0	0	Plain Papadum
8952	42	0	0	Plain Papadum
8953	32	0	4	Plain Papadum
8954	61	0	0	Plain Papadum
8955	30	0	5	Plain Papadum
8956	59	1	4	Plain Papadum
8957	61	1	4	Plain Papadum
8958	39	1	5	Plain Papadum
8959	50	0	0	Plain Papadum
8960	63	1	2	Plain Papadum
8961	27	0	4	Plain Papadum
8962	42	0	2	Plain Papadum
8963	60	0	2	Plain Papadum
8964	25	1	3	Plain Papadum
8965	69	0	4	Plain Papadum
8966	20	0	2	Plain Papadum
8967	32	0	4	Plain Papadum
8968	50	1	2	Plain Papadum
8969	38	0	3	Plain Papadum
8970	30	0	0	Plain Papadum
8971	52	0	2	Plain Papadum
8972	18	0	3	Plain Papadum
